,palavra,frequencia,sentimento
5112,facanha,1,negativo
5113,monta,4,negativo
5114,movimentacao,2,negativo
5115,bastidores,1,negativo
5116,extras,1,negativo
5117,bastidor,1,negativo
5118,bolso,4,negativo
5119,respondidos,2,negativo
5120,direitinha,1,negativo
5121,tras,6,negativo
5122,recomento,7,negativo
5123,cupula,1,negativo
5124,extravia,1,negativo
5125,radios,1,negativo
5126,enrolacao,3,negativo
5127,lider,1,negativo
5128,collor,1,negativo
5129,rainbow,1,negativo
5130,ultimio,1,negativo
5131,acabando,2,negativo
5132,habil,4,negativo
5133,mostrou,6,negativo
5134,fragia,1,negativo
5135,irritada,4,negativo
5136,frouxos,1,negativo
5137,fronhas,8,negativo
5138,entregadores,1,negativo
5139,largam,1,negativo
5140,esperada,4,negativo
5141,coloco,1,negativo
5142,aparecer,4,negativo
5143,inumeros,5,negativo
5144,botei,2,negativo
5145,setimo,1,negativo
5146,aspero,3,negativo
5147,pesada,2,negativo
5148,piorar,7,negativo
5149,troque,4,negativo
5150,devolva,7,negativo
5151,devolutiva,1,negativo
5152,padronizados,1,negativo
5153,funcional,1,negativo
5154,tomou,2,negativo
5155,devidos,1,negativo
5156,cuidados,2,negativo
5157,pesos,1,negativo
5158,calibracao,1,negativo
5159,associados,1,negativo
5160,eletronica,5,negativo
5161,lavar,4,negativo
5162,finalizei,3,negativo
5163,absurdos,1,negativo
5164,mias,1,negativo
5165,agr,3,negativo
5166,imaginamos,1,negativo
5167,radio,5,negativo
5168,fisico,3,negativo
5169,infeli,1,negativo
5170,pede,6,negativo
5171,prevenir,1,negativo
5172,resolvemos,3,negativo
5173,concorrentes,1,negativo
5174,demostram,1,negativo
5175,ocorridas,1,negativo
5176,manuseio,7,negativo
5177,lascas,2,negativo
5178,aranhoes,2,negativo
5179,trocoporcontadafalttempo,1,negativo
5180,aderiu,1,negativo
5181,display,1,negativo
5182,poturto,1,negativo
5183,ultrapassar,1,negativo
5184,dito,5,negativo
5185,amei,3,negativo
5186,preocuparem,1,negativo
5187,ateagoranada,1,negativo
5188,sastifeita,1,negativo
5189,discos,1,negativo
5190,freio,1,negativo
5191,grandes,5,negativo
5192,mudado,1,negativo
5193,produdto,1,negativo
5194,desculpe,1,negativo
5195,yo,1,negativo
5196,kai,1,negativo
5197,pros,2,negativo
5198,extornado,2,negativo
5199,abandonar,1,negativo
5200,vadios,1,negativo
5201,compromentendo,1,negativo
5202,berco,6,negativo
5203,impermeavel,5,negativo
5204,estornar,4,negativo
5205,alga,1,negativo
5206,qqer,1,negativo
5207,metodologia,1,negativo
5208,tomam,1,negativo
5209,enviando,6,negativo
5210,pesquis,1,negativo
5211,imenso,1,negativo
5212,girar,1,negativo
5213,mminha,1,negativo
5214,basta,3,negativo
5215,rifar,1,negativo
5216,prestado,3,negativo
5217,formalizei,1,negativo
5218,encostada,1,negativo
5219,desmonta,1,negativo
5220,temperado,2,negativo
5221,tamano,1,negativo
5222,escura,4,negativo
5223,raiva,2,negativo
5224,pesso,1,negativo
5225,ilude,1,negativo
5226,descobre,1,negativo
5227,acabar,3,negativo
5228,muuuuuuito,1,negativo
5229,magra,1,negativo
5230,bambo,1,negativo
5231,considderacao,1,negativo
5232,perceira,1,negativo
5233,ultimentente,1,negativo
5234,enderenco,1,negativo
5235,record,1,negativo
5236,consigop,1,negativo
5237,trena,3,negativo
5238,levam,2,negativo
5239,alma,1,negativo
5240,entreguers,1,negativo
5241,inda,1,negativo
5242,permitia,1,negativo
5243,descumpre,1,negativo
5244,fornece,2,negativo
5245,satisfatorio,5,negativo
5246,verificassem,1,negativo
5247,composicao,8,negativo
5248,chegam,4,negativo
5249,sorvete,1,negativo
5250,sampa,1,negativo
5251,goncalo,5,negativo
5252,nordeste,1,negativo
5253,canetas,4,negativo
5254,anao,1,negativo
5255,estourou,4,negativo
5256,overloque,1,negativo
5257,bainha,1,negativo
5258,indicador,1,negativo
5259,tripe,2,negativo
5260,porteiro,2,negativo
5261,otimos,2,negativo
5262,tratando,3,negativo
5263,alexandre,1,negativo
5264,panfleto,2,negativo
5265,cascavel,1,negativo
5266,setup,1,negativo
5267,mudei,1,negativo
5268,aprovacao,4,negativo
5269,verem,1,negativo
5270,enferrujar,1,negativo
5271,prejudicando,1,negativo
5272,cartucos,1,negativo
5273,dobrados,1,negativo
5274,desculpas,2,negativo
5275,metro,3,negativo
5276,mandado,4,negativo
5277,recebem,1,negativo
5278,arrumado,1,negativo
5279,exposto,3,negativo
5280,vol,2,negativo
5281,porcelana,1,negativo
5282,fa,1,negativo
5283,devolucoes,2,negativo
5284,enrolam,1,negativo
5285,acontecer,1,negativo
5286,brasilia,2,negativo
5287,xiaomi,2,negativo
5288,falcon,2,negativo
5289,formiga,1,negativo
5290,culpou,1,negativo
5291,permitir,3,negativo
5292,serio,4,negativo
5293,manchas,8,negativo
5294,nariz,1,negativo
5295,crepom,1,negativo
5296,descreve,7,negativo
5297,explicar,9,negativo
5298,mande,2,negativo
5299,reducao,2,negativo
5300,bijuterias,1,negativo
5301,casual,1,negativo
5302,amer,1,negativo
5303,mem,2,negativo
5304,fusor,2,negativo
5305,lexmark,1,negativo
5306,cilindro,1,negativo
5307,matizador,3,negativo
5308,uque,1,negativo
5309,dixon,1,negativo
5310,antenas,2,negativo
5311,constem,1,negativo
5312,comlrometeem,1,negativo
5313,dhas,1,negativo
5314,munca,1,negativo
5315,rastreie,1,negativo
5316,penha,1,negativo
5317,mns,1,negativo
5318,souberam,1,negativo
5319,ecomenda,1,negativo
5320,maravilhora,1,negativo
5321,acabamentos,3,negativo
5322,vel,2,negativo
5323,bandeja,2,negativo
5324,estavel,2,negativo
5325,eixo,1,negativo
5326,gira,3,negativo
5327,elementos,1,negativo
5328,porcas,1,negativo
5329,aperto,1,negativo
5330,nocao,3,negativo
5331,busquei,2,negativo
5332,tank,1,negativo
5333,taurus,1,negativo
5334,zareef,1,negativo
5335,cg,1,negativo
5336,prestar,2,negativo
5337,oferecem,1,negativo
5338,muitooo,1,negativo
5339,aceitaram,2,negativo
5340,datadas,1,negativo
5341,monte,2,negativo
5342,mistura,1,negativo
5343,inaceitavel,2,negativo
5344,vejo,3,negativo
5345,casando,2,negativo
5346,ficava,3,negativo
5347,forth,3,negativo
5348,enxofre,1,negativo
5349,petalas,1,negativo
5350,entendendo,6,negativo
5351,pedidas,2,negativo
5352,hulk,2,negativo
5353,bolhas,5,negativo
5354,cabelos,1,negativo
5355,arriscarei,1,negativo
5356,duvidoso,2,negativo
5357,amaericanas,1,negativo
5358,telefonema,4,negativo
5359,ajudasse,1,negativo
5360,solicitada,3,negativo
5361,precos,3,negativo
5362,salgados,1,negativo
5363,kkk,2,negativo
5364,fraquinha,1,negativo
5365,demasiada,2,negativo
5366,indicando,1,negativo
5367,dermacol,5,negativo
5368,rotulo,4,negativo
5369,recipiente,3,negativo
5370,redondo,2,negativo
5371,molhado,3,negativo
5372,curvatura,2,negativo
5373,acumular,1,negativo
5374,particulados,1,negativo
5375,otalha,1,negativo
5376,rendada,1,negativo
5377,identificado,1,negativo
5378,tampinhas,1,negativo
5379,tubos,1,negativo
5380,lancado,1,negativo
5381,extrapolou,3,negativo
5382,juvenil,1,negativo
5383,confirmo,3,negativo
5384,chenille,2,negativo
5385,jolitex,1,negativo
5386,retirei,5,negativo
5387,finalizado,3,negativo
5388,escreveram,1,negativo
5389,sede,3,negativo
5390,jacarepagua,1,negativo
5391,soube,3,negativo
5392,fechadura,1,negativo
5393,tetra,1,negativo
5394,recebichave,1,negativo
5395,garantem,1,negativo
5396,atrasar,4,negativo
5397,enxugam,2,negativo
5398,precisou,2,negativo
5399,higiene,1,negativo
5400,proteina,3,negativo
5401,isolada,2,negativo
5402,concentrada,2,negativo
5403,carboidratos,1,negativo
5404,regul,1,negativo
5405,motorola,4,negativo
5406,troco,1,negativo
5407,programas,1,negativo
5408,santana,1,negativo
5409,varal,2,negativo
5410,custa,6,negativo
5411,responsabilisa,1,negativo
5412,transcao,1,negativo
5413,usava,2,negativo
5414,dificultando,3,negativo
5415,progressiva,7,negativo
5416,associasse,1,negativo
5417,atrasaram,5,negativo
5418,valia,1,negativo
5419,recorri,1,negativo
5420,discaradamente,1,negativo
5421,excesso,1,negativo
5422,bumbleebe,1,negativo
5423,batgirl,1,negativo
5424,aguardava,1,negativo
5425,posto,7,negativo
5426,umidificador,1,negativo
5427,derruba,1,negativo
5428,mentiu,1,negativo
5429,neguei,1,negativo
5430,eletrostatica,1,negativo
5431,batia,1,negativo
5432,embacada,1,negativo
5433,perceber,3,negativo
5434,maleta,8,negativo
5435,invez,2,negativo
5436,agilize,1,negativo
5437,reblica,1,negativo
5438,catraca,1,negativo
5439,meramente,1,negativo
5440,verao,1,negativo
5441,pedia,1,negativo
5442,boia,4,negativo
5443,unicornio,1,negativo
5444,origem,6,negativo
5445,blumenau,1,negativo
5446,supriu,1,negativo
5447,embaixo,2,negativo
5448,verifique,2,negativo
5449,compr,2,negativo
5450,costumam,1,negativo
5451,alterando,1,negativo
5452,maisde,1,negativo
5453,enviasse,2,negativo
5454,faltante,8,negativo
5455,buddemeyer,1,negativo
5456,citadas,1,negativo
5457,indicar,2,negativo
5458,guardado,1,negativo
5459,deepcool,2,negativo
5460,essencia,1,negativo
5461,vezzo,1,negativo
5462,all,1,negativo
5463,ospedeiro,1,negativo
5464,tab,1,negativo
5465,fulero,1,negativo
5466,espeto,3,negativo
5467,novela,1,negativo
5468,cocha,1,negativo
5469,entreque,2,negativo
5470,reter,1,negativo
5471,molha,1,negativo
5472,estornarao,1,negativo
5473,rosca,2,negativo
5474,efetivei,1,negativo
5475,lavaveis,1,negativo
5476,seculo,1,negativo
5477,ettios,1,negativo
5478,rech,1,negativo
5479,corolla,1,negativo
5480,acinzentado,1,negativo
5481,tercerizada,2,negativo
5482,culpando,1,negativo
5483,formacao,1,negativo
5484,mara,1,negativo
5485,gmail,1,negativo
5486,menti,1,negativo
5487,agoniada,1,negativo
5488,respondam,3,negativo
5489,brev,1,negativo
5490,mancha,2,negativo
5491,satisfaca,2,negativo
5492,explicado,1,negativo
5493,pedisse,1,negativo
5494,denunciaria,1,negativo
5495,causado,1,negativo
5496,manca,1,negativo
5497,trouxe,2,negativo
5498,interponde,1,negativo
5499,nanotecnologia,1,negativo
5500,alta,4,negativo
5501,travas,2,negativo
5502,fixavam,1,negativo
5503,escorregava,1,negativo
5504,medir,1,negativo
5505,entregueno,1,negativo
5506,adequadamente,1,negativo
5507,dou,4,negativo
5508,anunciada,5,negativo
5509,ramo,1,negativo
5510,kkkk,1,negativo
5511,amadores,1,negativo
5512,mandarem,1,negativo
5513,quenn,1,negativo
5514,rapidamente,3,negativo
5515,interessante,3,negativo
5516,prestei,3,negativo
5517,poucos,3,negativo
5518,contado,7,negativo
5519,iten,3,negativo
5520,obproduto,1,negativo
5521,maia,1,negativo
5522,absurdooo,1,negativo
5523,maede,1,negativo
5524,adulto,4,negativo
5525,neta,1,negativo
5526,tristeza,1,negativo
5527,cte,1,negativo
5528,capacho,3,negativo
5529,pessimoooo,1,negativo
5530,queriamos,2,negativo
5531,julgar,1,negativo
5532,remessa,4,negativo
5533,expres,1,negativo
5534,reparador,1,negativo
5535,brisas,1,negativo
5536,contexto,1,negativo
5537,consecutivo,1,negativo
5538,cortados,1,negativo
5539,livro,15,negativo
5540,anatomia,1,negativo
5541,dente,1,negativo
5542,constrangimento,3,negativo
5543,marcando,3,negativo
5544,emisao,1,negativo
5545,recife,2,negativo
5546,raspada,1,negativo
5547,convergencia,2,negativo
5548,esquenta,1,negativo
5549,eficientes,1,negativo
5550,agurado,1,negativo
5551,ffuquei,1,negativo
5552,desepcionada,1,negativo
5553,ali,1,negativo
5554,osdrich,1,negativo
5555,obopekal,1,negativo
5556,parelha,1,negativo
5557,protein,5,negativo
5558,consultar,2,negativo
5559,albumax,1,negativo
5560,barulhento,1,negativo
5561,gela,1,negativo
5562,pleno,1,negativo
5563,haviam,5,negativo
5564,orem,1,negativo
5565,gigante,2,negativo
5566,estraviado,1,negativo
5567,insuficientes,1,negativo
5568,poucas,3,negativo
5569,western,1,negativo
5570,passport,1,negativo
5571,renda,2,negativo
5572,grossa,2,negativo
5573,praticamente,4,negativo
5574,minimas,1,negativo
5575,atuar,1,negativo
5576,revendedores,1,negativo
5577,preocupam,1,negativo
5578,exaustivamente,1,negativo
5579,dialogo,2,negativo
5580,adquirir,5,negativo
5581,aplicar,1,negativo
5582,deposito,2,negativo
5583,lojinhas,3,negativo
5584,diria,1,negativo
5585,logradouro,1,negativo
5586,realeza,1,negativo
5587,restantes,5,negativo
5588,drone,4,negativo
5589,jst,1,negativo
5590,ulitizacao,1,negativo
5591,respo,1,negativo
5592,quiseram,3,negativo
5593,frustradas,1,negativo
5594,tartaruga,1,negativo
5595,imail,2,negativo
5596,barrado,1,negativo
5597,motoristas,1,negativo
5598,portas,5,negativo
5599,retratos,1,negativo
5600,retrato,2,negativo
5601,menhor,1,negativo
5602,mercadinho,1,negativo
5603,curvada,1,negativo
5604,aparente,4,negativo
5605,producto,1,negativo
5606,stok,2,negativo
5607,devolveron,1,negativo
5608,minho,1,negativo
5609,esso,1,negativo
5610,venta,1,negativo
5611,cuando,1,negativo
5612,existencia,1,negativo
5613,saias,7,negativo
5614,preduto,1,negativo
5615,iloes,1,negativo
5616,rasgados,3,negativo
5617,agencias,2,negativo
5618,rece,1,negativo
5619,ocupados,1,negativo
5620,cru,1,negativo
5621,dividiram,1,negativo
5622,fracionaram,1,negativo
5623,bonitinho,1,negativo
5624,assinado,2,negativo
5625,superou,2,negativo
5626,forrada,1,negativo
5627,prendedor,1,negativo
5628,receiver,1,negativo
5629,tampos,1,negativo
5630,danificados,2,negativo
5631,pintar,1,negativo
5632,piorou,1,negativo
5633,pedacinho,3,negativo
5634,duros,3,negativo
5635,adaptar,2,negativo
5636,protesto,1,negativo
5637,puffs,2,negativo
5638,chromebook,1,negativo
5639,telefonar,1,negativo
5640,lastimavel,2,negativo
5641,carreto,2,negativo
5642,copia,2,negativo
5643,etapa,1,negativo
5644,constroi,1,negativo
5645,assinei,6,negativo
5646,viriam,2,negativo
5647,vazou,4,negativo
5648,comora,1,negativo
5649,vcd,1,negativo
5650,oos,1,negativo
5651,alegam,2,negativo
5652,realizaram,1,negativo
5653,registros,1,negativo
5654,falsos,4,negativo
5655,tenhi,1,negativo
5656,deva,1,negativo
5657,vinheram,1,negativo
5658,alegando,9,negativo
5659,bairro,2,negativo
5660,capital,2,negativo
5661,infraestrutura,1,negativo
5662,marmotenta,1,negativo
5663,sonha,1,negativo
5664,chaleira,4,negativo
5665,recusando,1,negativo
5666,decada,1,negativo
5667,lojha,1,negativo
5668,luiz,2,negativo
5669,belem,1,negativo
5670,cadastro,4,negativo
5671,u,2,negativo
5672,nidade,1,negativo
5673,novos,1,negativo
5674,rolhas,1,negativo
5675,capaz,1,negativo
5676,mamadeira,2,negativo
5677,notificaram,1,negativo
5678,separacao,2,negativo
5679,preparado,2,negativo
5680,efetuou,2,negativo
5681,estampada,1,negativo
5682,gostando,1,negativo
5683,vizinha,1,negativo
5684,conhecer,2,negativo
5685,voltar,7,negativo
5686,eunice,1,negativo
5687,boracha,1,negativo
5688,queriam,2,negativo
5689,ligam,3,negativo
5690,malucos,1,negativo
5691,mil,3,negativo
5692,optarei,1,negativo
5693,forao,1,negativo
5694,cumprirem,1,negativo
5695,pediria,2,negativo
5696,doado,1,negativo
5697,antigas,1,negativo
5698,avisarem,1,negativo
5699,saido,4,negativo
5700,conseguiu,2,negativo
5701,etiquetas,1,negativo
5702,loba,1,negativo
5703,divergencias,3,negativo
5704,oscilando,2,negativo
5705,falsas,1,negativo
5706,deslavadas,1,negativo
5707,absorve,1,negativo
5708,umidade,1,negativo
5709,entrga,2,negativo
5710,pessimoparceiro,1,negativo
5711,simone,1,negativo
5712,detalhava,1,negativo
5713,finalizada,1,negativo
5714,atingida,1,negativo
5715,incendio,2,negativo
5716,operacional,1,negativo
5717,pronunciou,2,negativo
5718,idoneidade,1,negativo
5719,ignorado,3,negativo
5720,prestadora,1,negativo
5721,encanto,1,negativo
5722,valvulas,4,negativo
5723,solenoides,2,negativo
5724,roscas,2,negativo
5725,bsp,2,negativo
5726,npt,2,negativo
5727,treinadas,1,negativo
5728,descompromissada,2,negativo
5729,desente,1,negativo
5730,remedio,6,negativo
5731,passivel,1,negativo
5732,empreaa,1,negativo
5733,exige,3,negativo
5734,rastreadores,1,negativo
5735,falhas,3,negativo
5736,qutero,1,negativo
5737,estademorando,1,negativo
5738,proficionalismo,1,negativo
5739,kalunga,1,negativo
5740,recebia,1,negativo
5741,remover,1,negativo
5742,amassou,2,negativo
5743,responem,1,negativo
5744,abo,1,negativo
5745,ightning,1,negativo
5746,ater,1,negativo
5747,completos,2,negativo
5748,machucada,1,negativo
5749,maquiar,1,negativo
5750,acondicionado,2,negativo
5751,demorasse,2,negativo
5752,esquerda,3,negativo
5753,furiosa,1,negativo
5754,brincos,1,negativo
5755,unaro,2,negativo
5756,pecan,1,negativo
5757,deverei,1,negativo
5758,procediam,1,negativo
5759,relatorio,1,negativo
5760,vo,2,negativo
5761,pensar,6,negativo
5762,entrara,1,negativo
5763,parana,2,negativo
5764,chagado,1,negativo
5765,oferecendo,1,negativo
5766,visa,1,negativo
5767,anuidade,1,negativo
5768,comunicam,2,negativo
5769,anunciar,1,negativo
5770,pessimima,1,negativo
5771,primario,1,negativo
5772,rercebi,1,negativo
5773,justa,1,negativo
5774,reavaliacao,1,negativo
5775,rack,1,negativo
5776,previa,2,negativo
5777,concordancia,1,negativo
5778,indgnada,1,negativo
5779,resta,2,negativo
5780,retratil,2,negativo
5781,recado,1,negativo
5782,ficarei,2,negativo
5783,padroes,2,negativo
5784,faixas,3,negativo
5785,polivitaminico,1,negativo
5786,hemovital,1,negativo
5787,fabrica,5,negativo
5788,encaixando,2,negativo
5789,sambando,1,negativo
5790,jeep,2,negativo
5791,elantra,1,negativo
5792,prometida,4,negativo
5793,acham,2,negativo
5794,palhaco,1,negativo
5795,enada,1,negativo
5796,caminhao,5,negativo
5797,bandana,2,negativo
5798,arredondadas,1,negativo
5799,quadradas,3,negativo
5800,testa,1,negativo
5801,encerra,2,negativo
5802,constataram,1,negativo
5803,cadeirinha,1,negativo
5804,cobriria,1,negativo
5805,quadrados,2,negativo
5806,ordinhas,1,negativo
5807,espremedores,1,negativo
5808,babo,2,negativo
5809,ponteira,1,negativo
5810,mostrada,6,negativo
5811,acusou,1,negativo
5812,gas,1,negativo
5813,esperarei,1,negativo
5814,perante,1,negativo
5815,conheco,3,negativo
5816,egue,1,negativo
5817,bebida,1,negativo
5818,green,1,negativo
5819,label,1,negativo
5820,johnny,1,negativo
5821,walker,1,negativo
5822,formula,5,negativo
5823,optymemori,1,negativo
5824,cooktop,2,negativo
5825,novidade,1,negativo
5826,figura,2,negativo
5827,mencionado,3,negativo
5828,sta,1,negativo
5829,catarina,1,negativo
5830,diluka,1,negativo
5831,power,3,negativo
5832,mandariam,1,negativo
5833,transforormadorque,1,negativo
5834,combinam,1,negativo
5835,t,3,negativo
5836,adequado,4,negativo
5837,retornados,1,negativo
5838,usarei,2,negativo
5839,arredondado,1,negativo
5840,vitaminas,1,negativo
5841,cano,2,negativo
5842,sentada,1,negativo
5843,xtramaster,1,negativo
5844,confundido,1,negativo
5845,materiais,2,negativo
5846,duro,4,negativo
5847,estalou,1,negativo
5848,srs,3,negativo
5849,ching,2,negativo
5850,integralmente,2,negativo
5851,integralmedica,1,negativo
5852,bccaa,1,negativo
5853,nso,1,negativo
5854,configurado,1,negativo
5855,func,1,negativo
5856,garrafas,5,negativo
5857,tomem,4,negativo
5858,atenciosamemte,1,negativo
5859,crossfox,1,negativo
5860,enviaria,1,negativo
5861,particular,3,negativo
5862,autorizar,1,negativo
5863,nesses,1,negativo
5864,justificasse,1,negativo
5865,rodinhas,5,negativo
5866,desfia,1,negativo
5867,lotada,1,negativo
5868,efetivar,4,negativo
5869,botinhas,1,negativo
5870,deficiente,2,negativo
5871,agitador,1,negativo
5872,lavadora,3,negativo
5873,paralela,3,negativo
5874,induzir,1,negativo
5875,alusao,1,negativo
5876,erradi,1,negativo
5877,achegado,1,negativo
5878,impenada,1,negativo
5879,cega,1,negativo
5880,ignoram,1,negativo
5881,compreendi,1,negativo
5882,ocorressem,1,negativo
5883,fazermos,1,negativo
5884,verificado,1,negativo
5885,not,2,negativo
5886,perguntaram,3,negativo
5887,ursinhos,3,negativo
5888,cliquei,3,negativo
5889,gravida,3,negativo
5890,menina,2,negativo
5891,atribu,1,negativo
5892,poltrona,1,negativo
5893,rato,1,negativo
5894,conhe,1,negativo
5895,ligue,2,negativo
5896,divulgada,2,negativo
5897,promom,1,negativo
5898,chatead,1,negativo
5899,reposicao,5,negativo
5900,catgoria,1,negativo
5901,asperos,1,negativo
5902,ajustavel,1,negativo
5903,modeladora,2,negativo
